user_id,item_id,rating,timestamp
802,375,4.0,2024-01-03 22:00:00
262,230,4.1,2024-01-03 23:00:00
596,454,4.7,2024-01-04 00:00:00
657,307,4.9,2024-01-04 01:00:00
834,90,5.0,2024-01-04 02:00:00
553,392,5.0,2024-01-04 03:00:00
373,21,2.5,2024-01-04 04:00:00
636,289,1.4,2024-01-04 05:00:00
166,109,3.5,2024-01-04 06:00:00
936,48,4.0,2024-01-04 07:00:00
752,128,3.4,2024-01-04 08:00:00
458,72,3.5,2024-01-04 09:00:00
998,339,3.7,2024-01-04 10:00:00
279,52,4.6,2024-01-04 11:00:00
699,466,3.0,2024-01-04 12:00:00
301,355,3.9,2024-01-04 13:00:00
530,379,3.9,2024-01-04 14:00:00
579,167,4.6,2024-01-04 15:00:00
217,44,5.0,2024-01-04 16:00:00
101,451,5.0,2024-01-04 17:00:00
553,392,3.3,2024-01-04 18:00:00
287,104,2.0,2024-01-04 19:00:00
166,149,3.8,2024-01-04 20:00:00
620,145,2.4,2024-01-04 21:00:00
35,203,5.0,2024-01-04 22:00:00
743,361,3.1,2024-01-04 23:00:00
740,298,4.6,2024-01-05 00:00:00
352,166,4.9,2024-01-05 01:00:00
675,200,4.3,2024-01-05 02:00:00
898,133,5.0,2024-01-05 03:00:00
72,210,3.8,2024-01-05 04:00:00
647,47,3.2,2024-01-05 05:00:00
352,125,3.1,2024-01-05 06:00:00
890,238,4.8,2024-01-05 07:00:00
69,6,3.8,2024-01-05 08:00:00
424,463,3.1,2024-01-05 09:00:00
998,452,4.4,2024-01-05 10:00:00
707,271,4.7,2024-01-05 11:00:00
780,384,4.3,2024-01-05 12:00:00
560,370,4.9,2024-01-05 13:00:00
827,36,4.1,2024-01-05 14:00:00
641,486,3.4,2024-01-05 15:00:00
955,210,4.8,2024-01-05 16:00:00
516,164,3.1,2024-01-05 17:00:00
427,124,2.9,2024-01-05 18:00:00
538,336,5.0,2024-01-05 19:00:00
159,191,3.7,2024-01-05 20:00:00
148,217,5.0,2024-01-05 21:00:00
775,213,4.9,2024-01-05 22:00:00
229,61,3.6,2024-01-05 23:00:00
711,327,4.5,2024-01-06 00:00:00
561,444,5.0,2024-01-06 01:00:00
66,380,4.8,2024-01-06 02:00:00
811,160,4.6,2024-01-06 03:00:00
380,65,3.4,2024-01-06 04:00:00
57,285,5.0,2024-01-06 05:00:00
258,238,5.0,2024-01-06 06:00:00
341,19,3.4,2024-01-06 07:00:00
837,187,5.0,2024-01-06 08:00:00
129,81,4.2,2024-01-06 09:00:00
726,362,3.2,2024-01-06 10:00:00
171,201,3.4,2024-01-06 11:00:00
769,407,4.9,2024-01-06 12:00:00
613,131,3.2,2024-01-06 13:00:00
208,36,2.9,2024-01-06 14:00:00
802,131,3.6,2024-01-06 15:00:00
353,76,3.7,2024-01-06 16:00:00
470,88,3.3,2024-01-06 17:00:00
797,460,3.5,2024-01-06 18:00:00
115,401,4.9,2024-01-06 19:00:00
263,252,4.3,2024-01-06 20:00:00
661,343,3.5,2024-01-06 21:00:00
811,193,3.6,2024-01-06 22:00:00
441,175,3.9,2024-01-06 23:00:00
547,32,3.9,2024-01-07 00:00:00
452,57,3.9,2024-01-07 01:00:00
844,466,4.9,2024-01-07 02:00:00
476,200,4.2,2024-01-07 03:00:00
286,27,4.2,2024-01-07 04:00:00
302,34,5.0,2024-01-07 05:00:00
310,486,5.0,2024-01-07 06:00:00
207,124,2.8,2024-01-07 07:00:00
617,393,2.4,2024-01-07 08:00:00
445,320,3.7,2024-01-07 09:00:00
669,41,4.8,2024-01-07 10:00:00
632,84,4.4,2024-01-07 11:00:00
54,392,5.0,2024-01-07 12:00:00
911,187,3.6,2024-01-07 13:00:00
11,110,2.0,2024-01-07 14:00:00
656,270,2.6,2024-01-07 15:00:00
399,482,4.6,2024-01-07 16:00:00
907,440,5.0,2024-01-07 17:00:00
647,324,2.1,2024-01-07 18:00:00
979,104,5.0,2024-01-07 19:00:00
514,405,4.5,2024-01-07 20:00:00
655,319,3.9,2024-01-07 21:00:00
541,40,3.4,2024-01-07 22:00:00
236,214,5.0,2024-01-07 23:00:00
278,70,4.9,2024-01-08 00:00:00
347,55,4.5,2024-01-08 01:00:00
626,406,3.3,2024-01-08 02:00:00
103,235,5.0,2024-01-08 03:00:00
629,280,4.0,2024-01-08 04:00:00
516,474,4.3,2024-01-08 05:00:00
979,104,4.1,2024-01-08 06:00:00
871,389,3.2,2024-01-08 07:00:00
247,374,4.3,2024-01-08 08:00:00
363,161,4.7,2024-01-08 09:00:00
320,190,3.6,2024-01-08 10:00:00
632,8,4.2,2024-01-08 11:00:00
285,59,4.1,2024-01-08 12:00:00
148,380,4.9,2024-01-08 13:00:00
83,304,3.7,2024-01-08 14:00:00
965,224,4.2,2024-01-08 15:00:00
405,306,4.4,2024-01-08 16:00:00
977,187,3.7,2024-01-08 17:00:00
455,69,3.2,2024-01-08 18:00:00
742,292,3.3,2024-01-08 19:00:00
799,286,4.4,2024-01-08 20:00:00
160,481,3.8,2024-01-08 21:00:00
783,168,3.8,2024-01-08 22:00:00
459,61,4.6,2024-01-08 23:00:00
549,348,5.0,2024-01-09 00:00:00
499,441,5.0,2024-01-09 01:00:00
737,13,3.4,2024-01-09 02:00:00
508,163,4.9,2024-01-09 03:00:00
653,419,5.0,2024-01-09 04:00:00
803,244,4.1,2024-01-09 05:00:00
480,334,3.9,2024-01-09 06:00:00
662,7,3.7,2024-01-09 07:00:00
113,153,2.9,2024-01-09 08:00:00
748,35,4.8,2024-01-09 09:00:00
577,47,3.9,2024-01-09 10:00:00
360,84,3.9,2024-01-09 11:00:00
340,27,4.7,2024-01-09 12:00:00
769,195,4.8,2024-01-09 13:00:00
986,445,3.4,2024-01-09 14:00:00
760,207,3.4,2024-01-09 15:00:00
968,469,3.4,2024-01-09 16:00:00
448,203,5.0,2024-01-09 17:00:00
842,463,5.0,2024-01-09 18:00:00
834,306,4.7,2024-01-09 19:00:00
179,103,3.6,2024-01-09 20:00:00
701,229,3.7,2024-01-09 21:00:00
406,425,4.4,2024-01-09 22:00:00
665,100,5.0,2024-01-09 23:00:00
195,28,4.3,2024-01-10 00:00:00
465,126,4.5,2024-01-10 01:00:00
310,337,1.5,2024-01-10 02:00:00
261,9,4.3,2024-01-10 03:00:00
418,105,2.6,2024-01-10 04:00:00
405,166,3.5,2024-01-10 05:00:00
938,465,4.0,2024-01-10 06:00:00
142,256,3.7,2024-01-10 07:00:00
341,294,3.4,2024-01-10 08:00:00
315,276,3.4,2024-01-10 09:00:00
100,64,3.8,2024-01-10 10:00:00
243,270,3.7,2024-01-10 11:00:00
489,387,4.0,2024-01-10 12:00:00
11,187,3.9,2024-01-10 13:00:00
238,316,5.0,2024-01-10 14:00:00
560,403,2.0,2024-01-10 15:00:00
41,137,4.2,2024-01-10 16:00:00
677,342,4.1,2024-01-10 17:00:00
593,104,3.9,2024-01-10 18:00:00
428,33,3.3,2024-01-10 19:00:00
802,379,3.9,2024-01-10 20:00:00
157,109,2.4,2024-01-10 21:00:00
215,431,4.2,2024-01-10 22:00:00
669,32,4.4,2024-01-10 23:00:00
461,353,3.3,2024-01-11 00:00:00
133,230,5.0,2024-01-11 01:00:00
66,316,3.9,2024-01-11 02:00:00
847,265,4.0,2024-01-11 03:00:00
6,181,5.0,2024-01-11 04:00:00
947,339,5.0,2024-01-11 05:00:00
525,64,2.9,2024-01-11 06:00:00
72,332,3.4,2024-01-11 07:00:00
398,0,3.9,2024-01-11 08:00:00
404,132,3.3,2024-01-11 09:00:00
674,79,4.8,2024-01-11 10:00:00
577,270,3.1,2024-01-11 11:00:00
858,240,5.0,2024-01-11 12:00:00
129,27,4.6,2024-01-11 13:00:00
930,222,5.0,2024-01-11 14:00:00
465,22,3.2,2024-01-11 15:00:00
205,495,3.6,2024-01-11 16:00:00
787,108,4.9,2024-01-11 17:00:00
977,106,4.7,2024-01-11 18:00:00
767,144,3.7,2024-01-11 19:00:00
265,368,3.9,2024-01-11 20:00:00
536,353,3.6,2024-01-11 21:00:00
961,396,3.8,2024-01-11 22:00:00
792,397,3.0,2024-01-11 23:00:00
252,138,2.9,2024-01-12 00:00:00
821,283,5.0,2024-01-12 01:00:00
288,297,3.8,2024-01-12 02:00:00
163,479,5.0,2024-01-12 03:00:00
94,98,4.6,2024-01-12 04:00:00
781,316,4.3,2024-01-12 05:00:00
832,122,3.3,2024-01-12 06:00:00
109,319,2.8,2024-01-12 07:00:00
335,286,3.5,2024-01-12 08:00:00
821,80,5.0,2024-01-12 09:00:00
237,494,4.9,2024-01-12 10:00:00
380,456,3.4,2024-01-12 11:00:00
435,9,3.6,2024-01-12 12:00:00
898,7,3.1,2024-01-12 13:00:00
482,404,2.5,2024-01-12 14:00:00
936,204,4.1,2024-01-12 15:00:00
901,314,5.0,2024-01-12 16:00:00
24,433,5.0,2024-01-12 17:00:00
652,196,4.6,2024-01-12 18:00:00
116,197,3.4,2024-01-12 19:00:00
481,29,2.6,2024-01-12 20:00:00
391,478,5.0,2024-01-12 21:00:00
916,400,4.4,2024-01-12 22:00:00
993,458,3.7,2024-01-12 23:00:00
963,19,3.5,2024-01-13 00:00:00
536,47,4.6,2024-01-13 01:00:00
78,456,3.2,2024-01-13 02:00:00
579,129,4.2,2024-01-13 03:00:00
172,292,2.8,2024-01-13 04:00:00
955,384,5.0,2024-01-13 05:00:00
11,131,3.3,2024-01-13 06:00:00
799,355,4.6,2024-01-13 07:00:00
127,53,2.8,2024-01-13 08:00:00
607,377,3.8,2024-01-13 09:00:00
91,280,4.9,2024-01-13 10:00:00
652,386,5.0,2024-01-13 11:00:00
542,264,4.8,2024-01-13 12:00:00
845,469,3.9,2024-01-13 13:00:00
531,214,3.3,2024-01-13 14:00:00
657,459,2.9,2024-01-13 15:00:00
988,457,5.0,2024-01-13 16:00:00
827,289,4.1,2024-01-13 17:00:00
446,42,4.3,2024-01-13 18:00:00
389,73,5.0,2024-01-13 19:00:00
671,349,4.6,2024-01-13 20:00:00
860,277,3.9,2024-01-13 21:00:00
42,325,4.7,2024-01-13 22:00:00
253,241,3.4,2024-01-13 23:00:00
129,129,2.4,2024-01-14 00:00:00
59,349,5.0,2024-01-14 01:00:00
662,193,3.5,2024-01-14 02:00:00
466,31,3.7,2024-01-14 03:00:00
286,105,3.8,2024-01-14 04:00:00
516,399,3.4,2024-01-14 05:00:00
466,203,5.0,2024-01-14 06:00:00
929,0,4.4,2024-01-14 07:00:00
777,244,3.7,2024-01-14 08:00:00
344,71,2.7,2024-01-14 09:00:00
641,431,4.3,2024-01-14 10:00:00
381,305,1.5,2024-01-14 11:00:00
778,396,4.2,2024-01-14 12:00:00
689,14,5.0,2024-01-14 13:00:00
252,52,4.1,2024-01-14 14:00:00
926,427,5.0,2024-01-14 15:00:00
55,7,2.8,2024-01-14 16:00:00
462,329,5.0,2024-01-14 17:00:00
456,45,5.0,2024-01-14 18:00:00
982,324,4.5,2024-01-14 19:00:00
82,113,3.4,2024-01-14 20:00:00
904,146,3.2,2024-01-14 21:00:00
98,494,3.9,2024-01-14 22:00:00
148,165,5.0,2024-01-14 23:00:00
328,378,2.7,2024-01-15 00:00:00
155,138,4.0,2024-01-15 01:00:00
189,116,4.7,2024-01-15 02:00:00
493,298,4.9,2024-01-15 03:00:00
882,275,4.7,2024-01-15 04:00:00
262,403,2.6,2024-01-15 05:00:00
79,276,5.0,2024-01-15 06:00:00
399,337,4.1,2024-01-15 07:00:00
763,312,2.9,2024-01-15 08:00:00
608,177,4.0,2024-01-15 09:00:00
259,329,2.0,2024-01-15 10:00:00
771,353,4.6,2024-01-15 11:00:00
614,153,3.9,2024-01-15 12:00:00
551,413,2.7,2024-01-15 13:00:00
784,200,3.7,2024-01-15 14:00:00
100,365,3.3,2024-01-15 15:00:00
358,114,3.4,2024-01-15 16:00:00
379,158,1.7,2024-01-15 17:00:00
819,41,2.3,2024-01-15 18:00:00
220,246,3.8,2024-01-15 19:00:00
819,67,3.6,2024-01-15 20:00:00
419,444,5.0,2024-01-15 21:00:00
123,444,3.4,2024-01-15 22:00:00
421,325,3.5,2024-01-15 23:00:00
230,333,3.5,2024-01-16 00:00:00
689,195,3.8,2024-01-16 01:00:00
62,89,4.1,2024-01-16 02:00:00
484,110,3.6,2024-01-16 03:00:00
627,367,4.6,2024-01-16 04:00:00
702,358,5.0,2024-01-16 05:00:00
573,144,3.2,2024-01-16 06:00:00
767,274,4.4,2024-01-16 07:00:00
482,178,4.0,2024-01-16 08:00:00
518,240,5.0,2024-01-16 09:00:00
154,325,4.2,2024-01-16 10:00:00
91,318,3.3,2024-01-16 11:00:00
981,476,2.8,2024-01-16 12:00:00
525,330,4.6,2024-01-16 13:00:00
454,463,2.9,2024-01-16 14:00:00
740,413,5.0,2024-01-16 15:00:00
597,152,4.6,2024-01-16 16:00:00
644,103,4.1,2024-01-16 17:00:00
509,74,2.7,2024-01-16 18:00:00
182,127,4.7,2024-01-16 19:00:00
385,198,5.0,2024-01-16 20:00:00
573,153,3.6,2024-01-16 21:00:00
730,55,3.3,2024-01-16 22:00:00
404,277,3.9,2024-01-16 23:00:00
245,344,4.5,2024-01-17 00:00:00
741,18,3.5,2024-01-17 01:00:00
590,158,4.9,2024-01-17 02:00:00
660,25,5.0,2024-01-17 03:00:00
649,425,4.3,2024-01-17 04:00:00
470,168,3.7,2024-01-17 05:00:00
825,483,4.4,2024-01-17 06:00:00
887,22,5.0,2024-01-17 07:00:00
422,46,4.2,2024-01-17 08:00:00
900,12,4.5,2024-01-17 09:00:00
64,216,4.7,2024-01-17 10:00:00
12,321,3.1,2024-01-17 11:00:00
212,193,4.5,2024-01-17 12:00:00
985,143,2.7,2024-01-17 13:00:00
241,72,3.3,2024-01-17 14:00:00
492,155,5.0,2024-01-17 15:00:00
212,76,4.9,2024-01-17 16:00:00
692,418,3.7,2024-01-17 17:00:00
337,168,5.0,2024-01-17 18:00:00
996,460,2.7,2024-01-17 19:00:00
172,286,3.8,2024-01-17 20:00:00
671,84,4.3,2024-01-17 21:00:00
163,415,1.2,2024-01-17 22:00:00
464,181,3.8,2024-01-17 23:00:00
994,481,2.9,2024-01-18 00:00:00
496,455,2.9,2024-01-18 01:00:00
699,314,3.7,2024-01-18 02:00:00
394,296,2.2,2024-01-18 03:00:00
702,111,3.2,2024-01-18 04:00:00
916,449,2.2,2024-01-18 05:00:00
307,229,4.1,2024-01-18 06:00:00
767,95,4.1,2024-01-18 07:00:00
182,437,3.7,2024-01-18 08:00:00
628,167,5.0,2024-01-18 09:00:00
793,377,3.7,2024-01-18 10:00:00
509,155,4.0,2024-01-18 11:00:00
707,420,3.1,2024-01-18 12:00:00
545,104,1.7,2024-01-18 13:00:00
563,192,3.9,2024-01-18 14:00:00
623,488,3.7,2024-01-18 15:00:00
763,329,5.0,2024-01-18 16:00:00
593,438,4.7,2024-01-18 17:00:00
743,131,3.6,2024-01-18 18:00:00
226,354,4.1,2024-01-18 19:00:00
744,381,4.9,2024-01-18 20:00:00
732,137,4.5,2024-01-18 21:00:00
435,430,5.0,2024-01-18 22:00:00
924,330,3.2,2024-01-18 23:00:00
421,269,5.0,2024-01-19 00:00:00
553,37,3.6,2024-01-19 01:00:00
20,395,4.2,2024-01-19 02:00:00
553,44,3.4,2024-01-19 03:00:00
396,400,3.9,2024-01-19 04:00:00
624,463,4.2,2024-01-19 05:00:00
104,162,4.6,2024-01-19 06:00:00
191,449,4.1,2024-01-19 07:00:00
16,330,1.5,2024-01-19 08:00:00
119,252,3.9,2024-01-19 09:00:00
392,168,5.0,2024-01-19 10:00:00
424,450,3.9,2024-01-19 11:00:00
128,284,5.0,2024-01-19 12:00:00
129,273,3.9,2024-01-19 13:00:00
571,19,2.4,2024-01-19 14:00:00
559,238,3.6,2024-01-19 15:00:00
28,269,3.4,2024-01-19 16:00:00
96,417,3.8,2024-01-19 17:00:00
9,432,2.8,2024-01-19 18:00:00
241,309,4.0,2024-01-19 19:00:00
825,30,3.7,2024-01-19 20:00:00
955,313,5.0,2024-01-19 21:00:00
231,103,2.8,2024-01-19 22:00:00
788,169,4.2,2024-01-19 23:00:00
283,185,4.4,2024-01-20 00:00:00
714,127,4.8,2024-01-20 01:00:00
758,209,3.6,2024-01-20 02:00:00
801,413,4.2,2024-01-20 03:00:00
775,280,4.4,2024-01-20 04:00:00
954,446,2.4,2024-01-20 05:00:00
725,252,3.7,2024-01-20 06:00:00
199,18,4.0,2024-01-20 07:00:00
944,199,4.1,2024-01-20 08:00:00
78,219,4.1,2024-01-20 09:00:00
912,135,4.4,2024-01-20 10:00:00
955,222,5.0,2024-01-20 11:00:00
854,2,3.4,2024-01-20 12:00:00
855,450,4.4,2024-01-20 13:00:00
172,235,5.0,2024-01-20 14:00:00
466,341,2.2,2024-01-20 15:00:00
580,464,4.3,2024-01-20 16:00:00
415,227,2.3,2024-01-20 17:00:00
939,400,5.0,2024-01-20 18:00:00
448,141,4.5,2024-01-20 19:00:00
86,498,4.4,2024-01-20 20:00:00
100,8,2.1,2024-01-20 21:00:00
7,189,3.5,2024-01-20 22:00:00
844,349,3.5,2024-01-20 23:00:00
199,404,5.0,2024-01-21 00:00:00
504,459,4.7,2024-01-21 01:00:00
86,164,2.3,2024-01-21 02:00:00
42,479,4.5,2024-01-21 03:00:00
384,138,2.5,2024-01-21 04:00:00
620,275,2.4,2024-01-21 05:00:00
434,290,4.5,2024-01-21 06:00:00
407,52,4.7,2024-01-21 07:00:00
482,174,4.5,2024-01-21 08:00:00
663,109,5.0,2024-01-21 09:00:00
16,202,4.4,2024-01-21 10:00:00
644,435,4.2,2024-01-21 11:00:00
147,135,2.8,2024-01-21 12:00:00
276,3,4.9,2024-01-21 13:00:00
231,154,2.3,2024-01-21 14:00:00
825,171,5.0,2024-01-21 15:00:00
926,423,4.9,2024-01-21 16:00:00
365,357,5.0,2024-01-21 17:00:00
227,46,4.4,2024-01-21 18:00:00
650,93,4.9,2024-01-21 19:00:00
435,427,3.7,2024-01-21 20:00:00
398,47,4.0,2024-01-21 21:00:00
210,239,2.9,2024-01-21 22:00:00
390,346,2.6,2024-01-21 23:00:00
498,212,4.2,2024-01-22 00:00:00
539,435,4.0,2024-01-22 01:00:00
562,339,2.9,2024-01-22 02:00:00
490,323,3.1,2024-01-22 03:00:00
441,138,4.0,2024-01-22 04:00:00
260,204,2.9,2024-01-22 05:00:00
772,380,4.4,2024-01-22 06:00:00
349,72,2.9,2024-01-22 07:00:00
351,3,4.3,2024-01-22 08:00:00
519,75,2.8,2024-01-22 09:00:00
319,328,2.9,2024-01-22 10:00:00
137,76,1.6,2024-01-22 11:00:00
549,303,3.8,2024-01-22 12:00:00
622,255,5.0,2024-01-22 13:00:00
991,409,5.0,2024-01-22 14:00:00
367,101,4.3,2024-01-22 15:00:00
219,105,2.0,2024-01-22 16:00:00
336,332,4.8,2024-01-22 17:00:00
222,38,4.2,2024-01-22 18:00:00
647,475,3.6,2024-01-22 19:00:00
767,313,5.0,2024-01-22 20:00:00
359,274,4.6,2024-01-22 21:00:00
920,87,5.0,2024-01-22 22:00:00
328,210,2.6,2024-01-22 23:00:00
961,368,2.7,2024-01-23 00:00:00
462,76,2.8,2024-01-23 01:00:00
945,76,3.7,2024-01-23 02:00:00
962,441,5.0,2024-01-23 03:00:00
560,27,3.4,2024-01-23 04:00:00
803,244,3.4,2024-01-23 05:00:00
381,65,4.4,2024-01-23 06:00:00
835,265,4.8,2024-01-23 07:00:00
589,381,1.8,2024-01-23 08:00:00
616,469,5.0,2024-01-23 09:00:00
168,204,3.3,2024-01-23 10:00:00
216,57,3.9,2024-01-23 11:00:00
377,200,5.0,2024-01-23 12:00:00
118,224,3.8,2024-01-23 13:00:00
189,141,2.5,2024-01-23 14:00:00
766,380,2.5,2024-01-23 15:00:00
369,367,4.0,2024-01-23 16:00:00
777,83,3.7,2024-01-23 17:00:00
148,142,4.1,2024-01-23 18:00:00
675,351,3.6,2024-01-23 19:00:00
651,32,5.0,2024-01-23 20:00:00
858,400,4.0,2024-01-23 21:00:00
487,151,2.2,2024-01-23 22:00:00
769,157,4.8,2024-01-23 23:00:00
373,445,5.0,2024-01-24 00:00:00
780,140,4.2,2024-01-24 01:00:00
692,445,4.2,2024-01-24 02:00:00
159,250,3.2,2024-01-24 03:00:00
350,302,3.8,2024-01-24 04:00:00
911,111,4.5,2024-01-24 05:00:00
287,143,5.0,2024-01-24 06:00:00
287,449,4.4,2024-01-24 07:00:00
891,208,5.0,2024-01-24 08:00:00
225,223,4.1,2024-01-24 09:00:00
522,42,2.9,2024-01-24 10:00:00
521,263,2.9,2024-01-24 11:00:00
782,243,5.0,2024-01-24 12:00:00
272,2,5.0,2024-01-24 13:00:00
935,124,2.4,2024-01-24 14:00:00
401,267,3.8,2024-01-24 15:00:00
182,83,3.8,2024-01-24 16:00:00
968,15,3.2,2024-01-24 17:00:00
664,333,2.6,2024-01-24 18:00:00
487,463,3.2,2024-01-24 19:00:00
826,58,3.0,2024-01-24 20:00:00
845,176,2.6,2024-01-24 21:00:00
123,62,4.8,2024-01-24 22:00:00
984,445,4.3,2024-01-24 23:00:00
625,490,3.5,2024-01-25 00:00:00
789,48,1.9,2024-01-25 01:00:00
413,306,3.7,2024-01-25 02:00:00
979,245,4.5,2024-01-25 03:00:00
724,288,3.3,2024-01-25 04:00:00
171,285,2.9,2024-01-25 05:00:00
287,442,3.9,2024-01-25 06:00:00
434,331,4.3,2024-01-25 07:00:00
685,14,2.0,2024-01-25 08:00:00
112,337,5.0,2024-01-25 09:00:00
887,254,2.8,2024-01-25 10:00:00
916,91,3.6,2024-01-25 11:00:00
994,278,5.0,2024-01-25 12:00:00
121,205,4.1,2024-01-25 13:00:00
543,93,5.0,2024-01-25 14:00:00
221,224,5.0,2024-01-25 15:00:00
630,300,2.5,2024-01-25 16:00:00
38,317,4.9,2024-01-25 17:00:00
496,462,5.0,2024-01-25 18:00:00
779,198,3.6,2024-01-25 19:00:00
232,270,3.7,2024-01-25 20:00:00
942,499,2.1,2024-01-25 21:00:00
529,233,4.8,2024-01-25 22:00:00
148,45,1.5,2024-01-25 23:00:00
396,63,5.0,2024-01-26 00:00:00
660,229,2.6,2024-01-26 01:00:00
637,429,5.0,2024-01-26 02:00:00
903,439,4.4,2024-01-26 03:00:00
301,248,5.0,2024-01-26 04:00:00
359,245,3.2,2024-01-26 05:00:00
237,427,2.7,2024-01-26 06:00:00
646,74,2.2,2024-01-26 07:00:00
662,156,5.0,2024-01-26 08:00:00
235,222,4.7,2024-01-26 09:00:00
735,189,4.7,2024-01-26 10:00:00
202,472,4.3,2024-01-26 11:00:00
255,51,4.5,2024-01-26 12:00:00
597,437,3.7,2024-01-26 13:00:00
661,87,4.4,2024-01-26 14:00:00
234,312,3.1,2024-01-26 15:00:00
344,338,3.7,2024-01-26 16:00:00
533,65,5.0,2024-01-26 17:00:00
859,149,4.0,2024-01-26 18:00:00
796,19,2.0,2024-01-26 19:00:00
780,32,3.6,2024-01-26 20:00:00
465,327,2.9,2024-01-26 21:00:00
769,280,4.2,2024-01-26 22:00:00
540,45,3.1,2024-01-26 23:00:00
212,72,3.8,2024-01-27 00:00:00
462,353,3.3,2024-01-27 01:00:00
435,312,4.2,2024-01-27 02:00:00
282,342,3.4,2024-01-27 03:00:00
561,132,4.4,2024-01-27 04:00:00
606,54,5.0,2024-01-27 05:00:00
462,60,2.8,2024-01-27 06:00:00
406,344,4.7,2024-01-27 07:00:00
87,7,1.5,2024-01-27 08:00:00
43,271,3.8,2024-01-27 09:00:00
460,245,4.2,2024-01-27 10:00:00
277,175,3.3,2024-01-27 11:00:00
682,492,2.2,2024-01-27 12:00:00
420,115,4.0,2024-01-27 13:00:00
700,316,5.0,2024-01-27 14:00:00
352,270,3.9,2024-01-27 15:00:00
695,192,4.6,2024-01-27 16:00:00
514,149,5.0,2024-01-27 17:00:00
702,130,5.0,2024-01-27 18:00:00
629,101,2.9,2024-01-27 19:00:00
18,309,3.1,2024-01-27 20:00:00
22,269,3.7,2024-01-27 21:00:00
412,291,4.6,2024-01-27 22:00:00
29,209,1.7,2024-01-27 23:00:00
806,494,4.7,2024-01-28 00:00:00
107,360,4.1,2024-01-28 01:00:00
366,337,3.5,2024-01-28 02:00:00
280,66,4.4,2024-01-28 03:00:00
127,9,4.9,2024-01-28 04:00:00
228,48,5.0,2024-01-28 05:00:00
110,486,4.0,2024-01-28 06:00:00
135,110,4.3,2024-01-28 07:00:00
361,320,4.3,2024-01-28 08:00:00
185,218,5.0,2024-01-28 09:00:00
655,56,4.4,2024-01-28 10:00:00
583,282,4.6,2024-01-28 11:00:00
128,458,4.9,2024-01-28 12:00:00
875,112,5.0,2024-01-28 13:00:00
260,132,3.4,2024-01-28 14:00:00
514,70,5.0,2024-01-28 15:00:00
448,82,5.0,2024-01-28 16:00:00
