user_id,age,gender,style_preference,signup_date
272,51,M,Sporty,2023-06-16
273,36,F,Sporty,2024-04-13
274,33,F,Vintage,2024-08-01
275,23,F,Sporty,2024-01-21
276,43,F,Casual,2024-12-18
277,64,F,Formal,2023-03-24
278,57,M,Formal,2023-02-23
279,69,M,Casual,2023-08-27
280,26,F,Formal,2024-08-08
281,55,M,Sporty,2024-10-20
282,50,M,Sporty,2024-08-08
283,22,F,Vintage,2023-11-02
284,28,M,Sporty,2023-10-27
285,50,M,Formal,2024-09-24
286,69,F,Sporty,2024-03-11
287,45,M,Casual,2023-10-11
288,34,F,Vintage,2024-08-28
289,43,M,Vintage,2024-03-20
290,29,F,Sporty,2024-07-28
291,67,M,Vintage,2023-05-12
292,41,M,Casual,2024-10-24
293,33,F,Sporty,2024-10-10
294,23,F,Casual,2023-11-02
295,27,M,Formal,2025-01-30
296,25,F,Vintage,2023-05-12
297,34,F,Formal,2023-02-27
298,19,F,Vintage,2023-08-16
299,27,M,Vintage,2024-12-18
300,56,M,Casual,2024-11-16
301,42,F,Formal,2023-03-27
302,47,M,Formal,2024-06-13
303,56,M,Formal,2024-04-15
304,60,M,Casual,2023-05-04
305,36,M,Casual,2024-08-10
306,43,M,Vintage,2024-05-25
307,23,F,Formal,2024-10-31
308,56,M,Vintage,2023-09-28
309,65,F,Formal,2024-01-14
310,43,M,Casual,2024-05-30
311,57,F,Sporty,2024-12-17
312,30,F,Sporty,2023-12-29
313,34,F,Sporty,2024-09-07
314,65,M,Formal,2023-05-30
315,38,F,Casual,2024-07-22
316,42,F,Sporty,2024-12-26
317,42,F,Formal,2024-08-29
318,43,F,Formal,2024-01-04
319,43,F,Formal,2025-02-05
320,56,M,Formal,2023-11-21
321,42,F,Casual,2024-08-06
322,46,F,Casual,2024-05-04
323,32,M,Vintage,2024-03-18
324,44,M,Formal,2024-01-08
325,68,M,Casual,2024-11-17
326,24,F,Vintage,2023-04-15
327,69,M,Vintage,2023-11-15
328,62,F,Vintage,2023-06-28
329,65,M,Sporty,2023-02-21
330,46,M,Formal,2023-04-22
331,21,M,Sporty,2023-11-13
332,43,M,Formal,2023-06-13
333,48,M,Sporty,2024-07-29
334,42,F,Vintage,2024-03-01
335,66,M,Sporty,2024-04-12
336,54,F,Casual,2024-04-23
337,61,M,Sporty,2024-06-12
338,40,M,Vintage,2023-08-15
339,45,F,Casual,2023-06-11
340,59,M,Casual,2024-05-08
341,29,M,Casual,2024-05-24
342,57,F,Sporty,2023-06-19
343,63,F,Vintage,2024-12-18
344,40,M,Formal,2023-10-03
345,68,F,Vintage,2024-11-20
346,45,M,Casual,2023-07-12
347,34,F,Formal,2024-11-26
348,31,F,Vintage,2023-10-03
349,34,F,Casual,2023-03-14
350,30,F,Casual,2024-08-15
351,26,F,Sporty,2023-08-24
352,59,F,Casual,2023-08-10
353,36,F,Casual,2023-08-17
354,33,F,Vintage,2023-02-21
355,31,F,Vintage,2023-04-25
356,32,F,Casual,2024-03-10
357,28,M,Vintage,2024-10-09
358,28,F,Sporty,2024-02-17
359,43,F,Vintage,2023-03-29
360,34,M,Sporty,2025-01-30
361,61,F,Sporty,2024-12-02
362,40,M,Vintage,2024-04-09
363,54,F,Vintage,2024-02-23
364,18,F,Formal,2024-10-23
365,51,F,Casual,2024-09-03
366,27,M,Formal,2024-08-26
367,18,F,Casual,2024-02-10
368,29,M,Casual,2023-08-04
369,68,F,Formal,2024-02-24
370,30,F,Sporty,2023-04-21
371,38,F,Formal,2024-10-12
372,57,F,Formal,2024-11-26
373,62,M,Sporty,2024-12-24
374,18,F,Formal,2024-10-30
375,30,F,Vintage,2024-07-10
376,38,F,Formal,2023-11-20
377,29,F,Sporty,2024-03-03
378,20,F,Formal,2024-10-31
379,45,M,Sporty,2023-05-11
380,60,M,Sporty,2023-11-11
381,67,M,Sporty,2023-05-01
382,31,M,Formal,2024-05-13
383,56,M,Casual,2024-10-02
384,40,F,Vintage,2025-01-20
385,46,F,Formal,2024-03-24
386,56,F,Vintage,2023-11-03
387,65,M,Vintage,2025-01-24
388,57,F,Vintage,2023-04-19
389,69,F,Casual,2023-04-16
390,52,M,Sporty,2024-04-29
391,30,M,Vintage,2023-03-11
392,38,M,Sporty,2024-09-11
393,36,F,Vintage,2025-01-09
394,57,F,Sporty,2024-05-01
395,57,M,Casual,2023-04-04
396,49,F,Vintage,2023-12-08
397,59,F,Formal,2023-09-03
398,58,M,Formal,2025-01-21
399,68,F,Casual,2024-01-16
400,31,F,Formal,2024-11-25
401,25,F,Casual,2024-07-07
402,55,F,Casual,2023-03-23
403,62,F,Sporty,2024-11-08
404,37,M,Casual,2024-04-06
405,40,M,Vintage,2024-11-28
406,53,M,Sporty,2023-12-09
407,64,F,Formal,2024-07-18
408,24,F,Casual,2023-08-06
409,25,M,Sporty,2024-02-04
410,27,F,Casual,2024-10-21
411,28,F,Sporty,2023-11-17
412,44,M,Sporty,2023-05-11
413,64,M,Formal,2023-10-19
414,25,M,Casual,2023-07-14
415,59,M,Vintage,2023-04-09
416,63,M,Sporty,2023-12-26
417,30,F,Vintage,2024-02-19
418,26,F,Casual,2023-12-29
419,33,M,Sporty,2023-12-28
420,25,F,Formal,2023-03-18
421,45,F,Sporty,2024-11-24
422,41,M,Casual,2023-12-03
423,32,F,Formal,2025-01-19
424,24,M,Sporty,2023-08-21
425,65,M,Formal,2023-10-26
426,22,F,Formal,2023-08-09
427,50,F,Casual,2024-07-30
428,42,M,Casual,2024-04-29
429,56,F,Casual,2024-02-03
430,21,M,Sporty,2024-12-11
431,69,M,Sporty,2023-12-24
432,41,F,Casual,2023-06-24
433,42,M,Casual,2023-11-09
434,48,M,Sporty,2024-02-13
435,45,F,Sporty,2024-04-12
436,61,M,Formal,2024-10-06
437,67,F,Vintage,2023-07-11
438,69,M,Sporty,2024-04-18
439,31,F,Formal,2023-10-20
440,18,F,Sporty,2024-02-18
441,49,F,Sporty,2023-12-30
442,58,F,Vintage,2024-10-22
443,22,F,Sporty,2024-03-15
444,59,F,Vintage,2023-09-09
445,53,F,Formal,2024-04-09
446,55,M,Sporty,2023-12-12
447,42,M,Sporty,2024-09-12
448,60,F,Sporty,2023-08-22
449,64,F,Casual,2023-12-22
450,59,M,Vintage,2024-10-07
451,47,M,Sporty,2024-12-08
452,63,F,Casual,2023-06-03
453,69,M,Casual,2023-08-27
454,20,M,Vintage,2024-07-26
455,64,M,Casual,2024-08-30
456,51,M,Casual,2023-03-13
457,34,M,Casual,2024-12-07
458,57,M,Formal,2023-08-31
459,28,F,Formal,2023-07-09
460,34,F,Sporty,2024-02-03
461,35,M,Sporty,2023-12-27
462,42,M,Vintage,2023-04-19
463,36,M,Casual,2023-05-12
464,24,F,Formal,2023-11-13
465,44,F,Sporty,2024-03-21
466,25,M,Sporty,2024-08-27
467,44,F,Formal,2023-12-08
468,21,F,Sporty,2023-08-29
469,40,F,Vintage,2024-05-08
470,69,F,Sporty,2024-07-29
471,62,F,Vintage,2023-11-06
472,39,M,Casual,2024-07-19
473,69,M,Casual,2023-02-16
474,49,M,Casual,2023-07-18
475,48,M,Formal,2024-06-01
476,56,M,Formal,2024-01-25
477,49,F,Vintage,2023-12-20
478,33,F,Casual,2024-01-19
479,20,F,Sporty,2023-11-09
480,44,M,Casual,2024-11-28
481,34,F,Casual,2024-10-04
482,43,M,Casual,2024-05-09
483,18,M,Casual,2024-08-20
484,40,F,Casual,2024-12-01
485,21,F,Sporty,2023-07-06
486,54,M,Vintage,2024-09-06
487,63,F,Sporty,2024-04-30
488,65,M,Sporty,2024-06-03
489,55,F,Sporty,2023-09-12
490,63,F,Casual,2024-12-07
491,45,F,Casual,2023-09-17
492,56,F,Formal,2023-11-01
493,19,M,Formal,2023-06-23
494,44,M,Casual,2023-12-27
495,37,F,Formal,2024-07-07
496,27,F,Sporty,2023-06-16
497,30,F,Formal,2023-12-29
498,37,F,Casual,2024-01-07
499,67,M,Sporty,2024-04-10
500,41,M,Vintage,2023-09-30
501,22,M,Casual,2023-06-17
502,52,M,Vintage,2024-06-02
503,68,F,Formal,2024-01-19
504,40,F,Sporty,2024-08-04
505,61,F,Casual,2024-11-12
506,47,F,Formal,2023-04-29
507,28,F,Formal,2024-03-26
508,55,M,Formal,2023-11-21
509,59,F,Casual,2023-12-15
510,67,M,Casual,2024-02-21
511,41,F,Casual,2024-07-04
512,53,F,Formal,2023-12-31
513,45,M,Formal,2023-05-25
514,54,M,Sporty,2024-08-31
515,26,M,Vintage,2024-01-15
516,69,M,Vintage,2023-07-14
517,63,F,Vintage,2023-06-23
518,56,F,Casual,2024-12-24
519,29,F,Casual,2024-08-02
520,26,M,Formal,2023-05-16
521,69,F,Sporty,2023-02-23
522,34,M,Casual,2024-09-22
523,64,F,Sporty,2023-07-10
524,46,F,Casual,2024-06-04
525,46,M,Sporty,2023-02-08
526,51,M,Vintage,2024-08-05
527,66,F,Formal,2025-01-15
528,38,F,Vintage,2024-01-09
529,23,M,Formal,2023-10-30
530,37,F,Sporty,2024-10-03
531,62,F,Formal,2025-01-31
532,38,F,Sporty,2024-10-21
533,49,F,Casual,2023-12-02
534,18,F,Casual,2024-10-05
535,41,F,Casual,2024-01-31
536,47,F,Casual,2024-06-06
537,61,F,Formal,2023-11-27
538,21,M,Vintage,2024-11-29
539,29,M,Sporty,2023-04-15
540,38,F,Vintage,2023-03-20
541,26,M,Formal,2023-11-14
542,62,F,Vintage,2024-01-03
543,27,F,Vintage,2024-02-05
544,27,F,Vintage,2024-06-21
545,64,M,Sporty,2023-12-06
546,64,F,Casual,2025-01-21
547,30,F,Sporty,2024-02-12
548,68,M,Vintage,2025-01-28
549,22,M,Casual,2024-12-25
550,54,F,Vintage,2023-10-02
551,58,F,Vintage,2023-04-12
552,59,F,Sporty,2024-03-25
553,35,M,Sporty,2023-08-19
554,40,M,Sporty,2023-06-17
555,46,M,Formal,2023-11-07
556,59,M,Casual,2024-11-22
557,52,M,Casual,2024-12-09
558,35,F,Sporty,2023-03-24
559,38,F,Vintage,2024-06-26
560,53,M,Sporty,2024-11-07
561,62,M,Formal,2024-12-25
562,57,M,Formal,2025-01-28
563,46,F,Sporty,2023-10-22
564,41,F,Vintage,2023-05-26
565,18,F,Sporty,2023-03-09
566,30,F,Sporty,2023-12-07
567,66,M,Sporty,2023-10-15
568,54,F,Sporty,2023-10-10
569,24,M,Sporty,2025-02-05
570,66,M,Sporty,2024-06-13
571,68,F,Vintage,2023-06-03
572,38,M,Sporty,2023-10-26
573,47,F,Formal,2024-12-03
574,20,F,Casual,2023-09-11
575,50,F,Sporty,2024-10-02
576,63,F,Casual,2023-04-22
577,31,M,Vintage,2024-10-14
578,44,M,Vintage,2023-12-06
579,55,M,Casual,2024-01-12
580,64,F,Formal,2023-04-15
581,65,M,Vintage,2024-05-29
582,54,M,Sporty,2023-10-19
583,41,M,Vintage,2023-09-12
584,41,M,Sporty,2023-09-27
585,60,F,Vintage,2024-09-22
586,19,F,Vintage,2024-08-08
587,55,F,Sporty,2024-10-23
588,18,M,Vintage,2024-07-01
589,40,F,Vintage,2023-10-27
590,63,F,Casual,2024-05-31
591,35,M,Vintage,2023-04-21
592,52,F,Vintage,2024-06-20
593,40,M,Casual,2023-06-16
594,31,F,Formal,2023-12-16
595,54,M,Sporty,2023-11-27
596,39,F,Casual,2024-01-25
597,21,F,Formal,2023-05-10
598,46,M,Sporty,2024-11-11
599,37,M,Sporty,2023-05-13
600,37,F,Vintage,2023-09-19
601,35,F,Formal,2024-10-11
602,46,M,Sporty,2025-01-11
603,69,F,Formal,2024-03-05
604,46,F,Formal,2023-07-19
605,27,F,Sporty,2024-08-18
606,33,F,Casual,2024-07-26
607,23,F,Formal,2023-09-18
608,49,F,Formal,2024-05-02
609,27,M,Sporty,2024-01-21
610,39,F,Sporty,2024-02-13
611,60,M,Sporty,2024-03-12
612,67,F,Vintage,2024-03-27
613,19,F,Casual,2024-12-14
614,28,M,Sporty,2023-06-01
615,37,M,Casual,2023-11-29
616,69,F,Formal,2023-05-10
617,49,F,Casual,2023-04-05
618,21,F,Sporty,2023-04-17
619,20,F,Vintage,2024-12-18
620,55,F,Formal,2024-06-19
621,57,M,Casual,2024-03-28
622,59,F,Casual,2024-06-12
623,36,M,Formal,2024-08-28
624,52,F,Vintage,2024-12-23
625,27,F,Vintage,2023-10-13
626,58,M,Casual,2023-09-30
627,34,F,Casual,2023-11-30
628,60,M,Casual,2024-10-15
629,56,M,Vintage,2023-07-18
630,21,M,Formal,2024-12-06
631,49,F,Formal,2023-11-09
632,50,F,Formal,2023-04-09
633,28,F,Vintage,2023-07-12
634,46,F,Sporty,2025-01-12
635,33,F,Sporty,2023-08-23
636,57,M,Vintage,2024-05-24
637,53,F,Vintage,2025-02-03
638,48,F,Vintage,2024-04-12
639,60,M,Sporty,2024-06-19
640,23,M,Sporty,2023-08-26
641,60,M,Formal,2025-01-03
642,39,M,Casual,2023-03-06
643,28,F,Casual,2023-07-15
644,30,F,Formal,2024-10-15
645,35,F,Casual,2024-08-05
646,42,M,Vintage,2023-06-03
647,27,F,Formal,2024-12-12
648,68,M,Casual,2023-03-24
649,50,M,Sporty,2024-06-22
650,46,F,Sporty,2024-03-04
651,51,F,Casual,2023-08-31
652,36,F,Vintage,2023-03-29
653,37,M,Vintage,2025-01-23
654,48,F,Casual,2023-05-02
655,21,M,Vintage,2023-05-25
656,47,M,Sporty,2024-03-15
657,37,F,Vintage,2023-05-14
658,37,F,Casual,2024-03-01
659,44,F,Vintage,2023-05-23
660,58,F,Casual,2024-05-06
661,52,M,Casual,2023-06-19
662,60,F,Casual,2024-12-23
663,57,M,Vintage,2024-05-23
664,28,F,Vintage,2023-08-18
665,30,M,Casual,2024-01-04
666,69,M,Casual,2023-10-08
667,29,M,Sporty,2024-10-12
668,69,M,Formal,2024-09-26
669,34,F,Formal,2024-06-13
670,62,F,Sporty,2024-03-18
671,69,F,Casual,2023-06-14
672,22,M,Formal,2024-03-03
673,49,M,Vintage,2024-10-02
674,58,F,Sporty,2023-02-21
675,63,F,Sporty,2025-01-19
676,41,F,Formal,2023-08-15
677,55,M,Sporty,2023-07-28
678,57,M,Casual,2024-06-09
679,43,M,Formal,2023-06-09
680,56,F,Formal,2024-09-13
681,55,F,Casual,2023-08-03
682,55,M,Formal,2023-07-01
683,59,M,Vintage,2023-12-24
684,47,M,Vintage,2023-12-28
685,26,M,Formal,2023-07-14
686,60,M,Casual,2024-01-29
687,48,M,Formal,2024-06-14
688,55,M,Casual,2023-05-30
689,48,F,Vintage,2023-07-29
690,25,F,Casual,2025-01-24
691,52,M,Casual,2024-03-07
692,22,F,Sporty,2023-06-28
693,35,M,Casual,2024-04-27
694,21,F,Sporty,2023-11-01
695,35,F,Vintage,2024-05-03
696,60,M,Sporty,2024-04-28
697,45,M,Casual,2024-04-18
698,43,M,Sporty,2024-02-16
699,19,F,Casual,2023-09-24
700,43,F,Sporty,2023-08-09
701,51,F,Casual,2024-01-29
702,27,F,Casual,2024-08-11
703,57,M,Sporty,2024-06-26
704,39,M,Sporty,2023-03-16
705,39,M,Sporty,2024-05-07
706,53,M,Sporty,2025-01-18
707,19,F,Casual,2023-04-25
708,56,F,Sporty,2023-11-27
709,23,M,Sporty,2024-02-08
710,23,M,Vintage,2023-03-31
711,31,M,Casual,2023-12-27
712,23,F,Formal,2023-05-22
713,44,M,Sporty,2024-12-05
714,19,F,Casual,2024-08-02
715,40,M,Formal,2025-02-01
716,33,F,Formal,2023-06-08
717,22,M,Formal,2024-03-08
718,39,F,Vintage,2023-04-03
719,56,M,Formal,2023-04-08
720,30,F,Formal,2024-07-19
721,61,F,Vintage,2024-12-30
722,46,M,Casual,2025-01-16
723,18,M,Sporty,2024-01-12
724,65,F,Sporty,2024-02-09
725,39,F,Formal,2024-08-20
726,68,F,Sporty,2024-04-21
727,44,M,Vintage,2024-06-20
728,40,F,Casual,2024-11-02
729,38,F,Casual,2023-05-16
730,18,M,Sporty,2023-03-31
731,61,F,Formal,2024-03-05
732,44,M,Casual,2024-03-05
733,65,M,Vintage,2024-02-22
734,36,M,Formal,2023-08-26
735,28,M,Casual,2023-07-20
736,58,F,Sporty,2025-01-25
737,29,F,Sporty,2025-02-01
738,38,F,Formal,2024-06-20
739,32,M,Vintage,2023-11-21
740,40,M,Formal,2024-05-25
741,31,M,Vintage,2023-10-05
742,29,F,Formal,2023-03-18
743,64,M,Formal,2024-04-23
744,39,F,Vintage,2023-11-15
745,19,M,Vintage,2024-02-28
746,53,F,Sporty,2024-10-11
747,33,F,Casual,2024-07-30
748,50,F,Sporty,2023-07-08
749,29,M,Formal,2024-05-16
750,29,M,Sporty,2023-07-21
751,29,F,Vintage,2024-06-17
752,44,F,Vintage,2024-03-07
753,68,M,Formal,2023-06-17
754,53,M,Sporty,2023-12-16
755,25,M,Casual,2024-08-06
756,25,F,Vintage,2023-12-06
757,38,F,Sporty,2025-01-12
758,36,M,Vintage,2024-02-22
759,44,F,Casual,2023-04-23
760,40,F,Formal,2024-07-17
761,29,F,Vintage,2023-06-04
762,67,M,Formal,2023-10-26
763,56,M,Vintage,2023-10-30
764,36,M,Formal,2024-01-30
765,21,M,Formal,2024-05-12
766,55,M,Formal,2023-09-30
767,25,F,Sporty,2023-09-15
768,48,F,Formal,2023-07-30
769,23,M,Sporty,2023-08-01
770,63,F,Sporty,2023-10-17
771,57,F,Casual,2024-06-04
772,39,M,Vintage,2024-12-16
773,18,M,Sporty,2024-12-04
774,59,F,Formal,2023-10-09
775,69,M,Sporty,2023-12-18
776,54,F,Sporty,2023-08-29
777,52,F,Vintage,2023-12-10
778,32,F,Vintage,2024-07-17
779,45,M,Casual,2023-06-13
780,20,M,Sporty,2025-01-29
781,54,M,Sporty,2023-07-29
782,49,F,Casual,2023-08-15
783,63,F,Sporty,2024-02-18
784,48,M,Formal,2023-07-13
785,57,M,Sporty,2024-12-02
786,69,M,Sporty,2023-04-16
787,67,M,Formal,2024-07-24
788,52,M,Casual,2024-09-12
789,40,F,Sporty,2024-06-03
790,60,M,Sporty,2024-04-26
791,48,M,Formal,2024-05-17
792,20,M,Sporty,2023-08-06
793,57,M,Sporty,2023-09-11
794,28,M,Sporty,2024-08-04
795,55,M,Vintage,2024-02-01
796,59,M,Vintage,2023-12-05
